5620000,909300
5630000,912100
5640000,914900
5650000,917700
5660000,920500
5670000,923300
5680000,926100
5690000,928900
5700000,931700
5710000,934600
5720000,937400
5730000,940200
5740000,943000
5750000,945800
5760000,948700
5770000,951500
5780000,954300
5790000,957100
5800000,960000
5810000,962800
5820000,965700
5830000,968500
5840000,971300
5850000,974200
5860000,977000
5870000,979900
5880000,982700
5890000,985600
5900000,988500
5910000,991300
5920000,994200
5930000,997100
5940000,999900
5950000,1002800
5960000,1005700
5970000,1008500
5980000,1011400
5990000,1014300
6000000,1017200
6010000,1020100
6020000,1023000
6030000,1025800
6040000,1028700
6050000,1031600
6060000,1034500
6070000,1037400
6080000,1040300
6090000,1043200
6100000,1046200
6110000,1049100
6120000,1052000
6130000,1054900
6140000,1057800
6150000,1060700
6160000,1063600
6170000,1066600
6180000,1069500
6190000,1072400
6200000,1075400
6210000,1078300
6220000,1081500
6230000,1084800
6240000,1088000
6250000,1091300
6260000,1094600
6270000,1097800
6280000,1101100
6290000,1104300
6300000,1107600
6310000,1110900
6320000,1114200
6330000,1117500
6340000,1120800
6350000,1124000
6360000,1127300
6370000,1130600
6380000,1133900
6390000,1137200
6400000,1140500
6410000,1143800
6420000,1147100
6430000,1150400
6440000,1153800
6450000,1157100
6460000,1160400
6470000,1163700
6480000,1167000
6490000,1170400
6500000,1173700
6510000,1177100
6520000,1180400
6530000,1183700
6540000,1187100
6550000,1190400
6560000,1193800
6570000,1197100
6580000,1200500
6590000,1203800
6600000,1207200
6610000,1210600
6620000,1213900
6630000,1217300
6640000,1220700
6650000,1224000
6660000,1227400
6670000,1230800
6680000,1234200
6690000,1237600
6700000,1241000
6710000,1244400
6720000,1247800
6730000,1251200
6740000,1254600
6750000,1258000
6760000,1261400
6770000,1264800
6780000,1268200
6790000,1271600
6800000,1275100
6810000,1278500
6820000,1281900
6830000,1285300
6840000,1288800
6850000,1292200
6860000,1295600
6870000,1299100
6880000,1302500
6890000,1306000
6900000,1309400
6910000,1312900
6920000,1316300
6930000,1319800
6940000,1323300
6950000,1326700
6960000,1330200
6970000,1333700
6980000,1337100
6990000,1340600
7000000,1344100
7010000,1347600
7020000,1351100
7030000,1354600
7040000,1358100
7050000,1361600
7060000,1365100
7070000,1368600
7080000,1372100
7090000,1375600
7100000,1379100
7110000,1382600
7120000,1386100
7130000,1389600
7140000,1393200
7150000,1396700
7160000,1400200
7170000,1403800
7180000,1407300
7190000,1410800
7200000,1414400
7210000,1417900
7220000,1421400
7230000,1425000
7240000,1428600
7250000,1432100
7260000,1435700
7270000,1439200
7280000,1442800
7290000,1446400
7300000,1449900
7310000,1453500
7320000,1457100
7330000,1460700
7340000,1464300
7350000,1467800
7360000,1471400
7370000,1475000
7380000,1478600
7390000,1482200
7400000,1485800
7410000,1489400
7420000,1493000
7430000,1496600
7440000,1500300
7450000,1503800
7460000,1507500
7470000,1511100
7480000,1514700
7490000,1518300
7500000,1522000
7510000,1525600
7520000,1529200
7530000,1532900
7540000,1536500
7550000,1540200
7560000,1543800
7570000,1547500
7580000,1551100
7590000,1554800
7600000,1558500
7610000,1562100
7620000,1565800
7630000,1569400
7640000,1573100
7650000,1576800
7660000,1580500
7670000,1584200
7680000,1587800
7690000,1591500
7700000,1595200
7710000,1598900
7720000,1602600
7730000,1606300
7740000,1610000
7750000,1613700
7760000,1617400
7770000,1621100
7780000,1624800
7790000,1628500
7800000,1632300
7810000,1636000
7820000,1639700
7830000,1643500
7840000,1647200
7850000,1650900
7860000,1654700
7870000,1658400
7880000,1662100
7890000,1665900
7900000,1669600
7910000,1673400
7920000,1677100
7930000,1680900
7940000,1684700
7950000,1688400
7960000,1692200
7970000,1696000
7980000,1699700
7990000,1703500
8000000,1707300
8010000,1711100
8020000,1714900
8030000,1718700
8040000,1722500
8050000,1726200
8060000,1730000
8070000,1733800
8080000,1737600
8090000,1741400
8100000,1745300
8110000,1749100
8120000,1752900
8130000,1756700
8140000,1760500
8150000,1764300
8160000,1768100
8170000,1771900
8180000,1775700
8190000,1779500
8200000,1783300
8210000,1787200
8220000,1790900
8230000,1794800
8240000,1798600
8250000,1802400
8260000,1806200
8270000,1810000
8280000,1813800
8290000,1817600
8300000,1821400
8310000,1825300
8320000,1829000
8330000,1832900
8340000,1836700
8350000,1840500
8360000,1844300
8370000,1848100
8380000,1851900
8390000,1855700
8400000,1859500
8410000,1863400
8420000,1867100
8430000,1871000
8440000,1874800
8450000,1878600
8460000,1882400
8470000,1886200
8480000,1890000
8490000,1893800
8500000,1897600
8510000,1901500
8520000,1905200
8530000,1909100
8540000,1912900
8550000,1916700
8560000,1920500
8570000,1924300
8580000,1928100
8590000,1931900
8600000,1935700
8610000,1939500
8620000,1943300
8630000,1947100
8640000,1951000
8650000,1954700
8660000,1958600
8670000,1962400
8680000,1966200
8690000,1970000
8700000,1973800
8710000,1977600
8720000,1981400
8730000,1985200
8740000,1989100
8750000,1992800
8760000,1996700
8770000,2000500
8780000,2004300
8790000,2008100
8800000,2011900
8810000,2015700
8820000,2019500
8830000,2023300
8840000,2027200
8850000,2030900
8860000,2034800
8870000,2038600
8880000,2042400
8890000,2046200
8900000,2050000
8910000,2053800
8920000,2057600
8930000,2061400
8940000,2065300
8950000,2069000
8960000,2072900
8970000,2076700
8980000,2080500
8990000,2084300
9000000,2088100
9010000,2091900
9020000,2095700
9030000,2099500
9040000,2103300
9050000,2107100
9060000,2110900
9070000,2115100
9080000,2119300
9090000,2123500
9100000,2127700
9110000,2131900
9120000,2136100
9130000,2140300
9140000,2144500
9150000,2148700
9160000,2152900
9170000,2157100
9180000,2161300
9190000,2165500
9200000,2169700
9210000,2173900
9220000,2178100
9230000,2182300
9240000,2186500
9250000,2190700
9260000,2194900
9270000,2199100
9280000,2203300
9290000,2207500
9300000,2211700
9310000,2215900
9320000,2220100
9330000,2224300
9340000,2228500
9350000,2232700
9360000,2236900
9370000,2241100
9380000,2245300
9390000,2249500
9400000,2253700
9410000,2257900
9420000,2262100
9430000,2266300
9440000,2270500
9450000,2274700
9460000,2278900
9470000,2283100
9480000,2287300
9490000,2291500
9500000,2295700
9510000,2299900
9520000,2304100
9530000,2308300
9540000,2312500
9550000,2316700
9560000,2320900
9570000,2325100
9580000,2329300
9590000,2333500
9600000,2337700
9610000,2341900
9620000,2346100
9630000,2350300
